scenario,generator,family,metric,mean,std,count
weak_overlap,gaussian_copula,mechanism_preservation,treatment_mechanism_rmse,0.09209473920232795,0.007307868284764372,3
weak_overlap,gaussian_copula,oracle_mechanism,oracle_effect_contrast_bias,0.44101796457888226,0.127795364420928,3
weak_overlap,gaussian_copula,oracle_mechanism,oracle_effect_contrast_mae,1.1758399636132761,0.12623997923356015,3
weak_overlap,gaussian_copula,oracle_mechanism,oracle_effect_contrast_rmse,1.4539930170471553,0.17051231088599378,3
weak_overlap,gaussian_copula,oracle_mechanism,oracle_propensity_correlation,0.8781885291417346,0.02457740821853387,3
weak_overlap,gaussian_copula,oracle_mechanism,oracle_propensity_rmse,0.1500396326799666,0.013294439012664664,3
weak_overlap,gaussian_copula,predictive_utility,tstr_outcome_rmse,5.629493567443954,0.10245663150606792,3
weak_overlap,gaussian_copula,predictive_utility,tstr_treatment_auc,0.8173173538709103,0.02908060005563141,3
weak_overlap,reference,oracle_mechanism,oracle_effect_contrast_bias,0.6741906806817397,0.5465584005396236,3
weak_overlap,reference,oracle_mechanism,oracle_effect_contrast_mae,1.2493889547478108,0.2613730635484809,3
weak_overlap,reference,oracle_mechanism,oracle_effect_contrast_rmse,1.746726303213744,0.48300287436689404,3
weak_overlap,reference,oracle_mechanism,oracle_propensity_correlation,0.9411168278875532,0.005338206649304202,3
weak_overlap,reference,oracle_mechanism,oracle_propensity_rmse,0.11189261437325097,0.0033040469297116806,3
